Unnamed: 0,name,company,year,Price,kms_driven,fuel_type
10524,Swift Dzire VDI,Maruti,2018,750000,20000,Diesel
10525,EON Era Plus,Hyundai,2018,270000,20000,Petrol
10526,Alto LXi,Maruti,2007,90000,100000,Petrol
10527,Wagon R Stingray VXI,Maruti,2013,350000,65000,Petrol
10528,Figo Diesel Celebration Edition,Ford,2013,285000,90000,Diesel
10529,Innova 2.5 E Diesel MS 7-seater,Toyota,2011,665000,267000,Diesel
10530,Scorpio 2.6 CRDe,Mahindra,2005,175000,250000,Diesel
10531,Xylo D2,Mahindra,2011,350000,140000,Diesel
10532,City i-VTEC CVT ZX,Honda,2018,1225000,22000,Petrol
10533,Jazz Select Edition Active,Honda,2010,285000,60000,Petrol
10534,City i-VTEC VX,Honda,2018,1000000,28635,Petrol
10535,Amaze VX Diesel BSIV,Honda,2018,780000,32114,Diesel
10536,Celerio VXI,Maruti,2014,300000,82000,Petrol
10537,Swift VXI BSIII,Maruti,2006,160000,95149,Petrol
10538,Amaze VX i-VTEC,Honda,2018,625000,68458,Petrol
10539,Ritz VXi,Maruti,2010,265000,42000,Petrol
10540,City i DTEC V,Honda,2014,515000,90000,Diesel
10541,EON D Lite,Hyundai,2016,210000,30000,Petrol
10542,Alto LXi,Maruti,2009,140000,80000,Petrol
10543,Innova 2.5 GX (Diesel) 7 Seater,Toyota,2015,940000,128000,Diesel
10544,Terrano XV Premium 110 PS,Nissan,2013,750000,80000,Diesel
10545,Baleno Alpha 1.3,Maruti,2016,610000,100000,Diesel
10546,Sunny XV D Premium Leather,Nissan,2015,450000,50000,Diesel
10547,Etios Liva GD,Toyota,2012,409999,56000,Diesel
10548,EON 1.0 Era Plus,Hyundai,2018,100000,21302,Petrol
10549,i20 Active 1.4 SX,Hyundai,2016,650000,100000,Diesel
10550,TUV 300 T8,Mahindra,2017,650000,80000,Diesel
10551,Getz 1.3 GLS,Hyundai,2010,150000,105546,Petrol
10552,Etios Liva 1.2 V,Toyota,2018,500000,10000,Petrol
10553,Innova 2.5 GX 7 STR BSIV,Toyota,2012,1000000,80000,Diesel
10554,i20 Magna Optional 1.2,Hyundai,2013,340000,35000,Petrol
10555,Elite i20 Asta Option BSIV,Hyundai,2019,800000,11240,Petrol
10556,Innova 2.5 G (Diesel) 8 Seater,Toyota,2013,1010000,120000,Diesel
10557,Etios GD,Toyota,2011,350000,120000,Diesel
10558,Swift VDI BSIV,Maruti,2016,595000,70000,Diesel
10559,Scorpio VLX 2WD BSIV,Mahindra,2014,700000,130000,Diesel
10560,KWID RXL,Renault,2019,265000,40000,Petrol
10561,Alto K10 VXI,Maruti,2015,320000,60000,Petrol
10562,City 1.5 S MT,Honda,2011,310000,110000,Petrol
10563,City i DTEC VX,Honda,2014,700000,130000,Diesel
10564,Alto LXi BSIII,Maruti,2009,130000,80000,Petrol
10565,Swift Dzire VDi,Maruti,2009,150000,120000,Diesel
10566,Amaze E i-Dtech,Honda,2015,300000,104000,Diesel
10567,Swift Dzire LXi,Maruti,2011,150000,100000,Petrol
10568,City 1.3 EXI,Honda,2003,120000,132343,Petrol
10569,Creta 1.4 CRDi S Plus,Hyundai,2016,950000,90000,Diesel
10570,Wagon R VXI BS IV,Maruti,2007,100000,60000,Petrol
10571,Jazz 1.5 SV i DTEC,Honda,2015,450000,76000,Diesel
10572,800 EX,Maruti,2004,30000,60000,Petrol
10573,Renault Logan 1.6 Petrol GLSX,Mahindra,2009,200000,30000,Petrol
10574,Indigo LS,Tata,2010,250000,96000,Diesel
10575,Marazzo M8 8Str,Mahindra,2018,1300000,10000,Diesel
10576,Etios Liva 1.4 VD,Toyota,2017,425000,36000,Diesel
10577,Amaze VX O iDTEC,Honda,2017,550000,12997,Diesel
10578,Ciaz 1.4 AT Zeta,Maruti,2017,500000,40000,Petrol
10579,Verna CRDi 1.6 SX Option,Hyundai,2018,1150000,26430,Diesel
10580,Swift 1.3 VXI ABS,Maruti,2015,475000,24600,Petrol
10581,Wagon R LXI,Maruti,2011,260000,28481,Petrol
10582,Ecosport 1.0 Ecoboost Titanium Optional,Ford,2013,350000,100000,Petrol
10583,XUV500 W8 2WD,Mahindra,2013,750000,41988,Diesel
10584,Wagon R LXI,Maruti,2009,180000,30375,Petrol
10585,KWID Climber 1.0 AMT BSIV,Renault,2017,350000,7658,Petrol
10586,Swift Dzire VDI,Maruti,2017,611000,34400,Diesel
10587,KWID RXL BSIV,Renault,2017,325000,18500,Petrol
10588,Alto VXi,Maruti,2015,280000,26134,Petrol
10589,Wagon R AMT VXI,Maruti,2014,300000,28942,Petrol
10590,XUV500 W8 2WD,Mahindra,2012,711000,53600,Diesel
10591,Innova 2.5 G (Diesel) 8 Seater,Toyota,2015,851000,53652,Diesel
10592,Ritz VDi,Maruti,2011,260000,52895,Diesel
10593,Verna SX Diesel,Hyundai,2013,550000,42324,Diesel
10594,XUV500 W10 1.99 mHawk,Mahindra,2016,1044999,65000,Diesel
10595,Scorpio EX,Mahindra,2012,550000,60236,Diesel
10596,Wagon R VXI BS IV,Maruti,2014,210000,70000,Petrol
10597,Wagon R VXI BS IV,Maruti,2014,210000,70000,Petrol
10598,Xylo E8,Mahindra,2009,290000,100000,Diesel
10599,500 Lounge,Fiat,2008,250999,110000,Diesel
10600,Triber RXT BSIV,Renault,2019,600000,10300,Petrol
10601,Grande Punto EVO 1.3 Active,Fiat,2014,270000,120000,Diesel
10602,New Safari 4X4 EX,Tata,2012,550000,142000,Diesel
10603,TUV 300 mHAWK100 T8,Mahindra,2017,800000,25000,Diesel
10604,Altroz XE,Tata,2020,500000,5000,Petrol
10605,Creta 1.6 CRDi SX,Hyundai,2016,535000,52600,Diesel
10606,Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2016,396000,28643,Petrol
10607,City i DTEC VX,Honda,2014,600000,50000,Diesel
10608,Wagon R ZXI 1.2,Maruti,2019,575000,30000,Petrol
10609,Santro Sportz BSIV,Hyundai,2020,520000,5000,Petrol
10610,XUV500 AT W10 FWD,Mahindra,2018,1400000,30000,Diesel
10611,Baleno Delta Automatic,Maruti,2018,600000,7600,Petrol
10612,Beat Diesel LS,Chevrolet,2013,195000,47253,Diesel
10613,Alto K10 VXI AGS,Maruti,2015,281000,4432,Petrol
10614,Indica GLS BS IV,Tata,2010,75000,110000,Petrol
10615,Grand i10 Sportz,Hyundai,2014,400000,25000,Petrol
10616,Indica Vista Terra 1.4 TDI,Tata,2009,93000,70000,Diesel
10617,i20 Active S Petrol,Hyundai,2016,560000,68523,Petrol
10618,EON 1.0 Era Plus,Hyundai,2019,400000,5000,Petrol
10619,Tigor 1.2 Revotron XT,Tata,2018,459999,40000,Petrol
10620,Xcent 1.2 CRDi E,Hyundai,2017,450000,43000,Diesel
10621,Alto Green LXi (CNG),Maruti,2010,88000,80251,CNG
10622,i20 1.2 Era,Hyundai,2010,250000,34500,Petrol
10623,Ikon 1.4 ZXi,Ford,2000,22000,42743,Petrol
10624,Beat Diesel LS,Chevrolet,2013,130000,93900,Diesel
10625,Zen VXi - BS III,Maruti,2004,79000,80000,Petrol
10626,Beat Diesel LS,Chevrolet,2012,120000,110000,Diesel
10627,7 Series 730Ld,BMW,2011,1700000,100000,Diesel
10628,Optra Magnum 2.0 LT,Chevrolet,2012,300000,25000,Diesel
10629,Optra Magnum 2.0 LT,Chevrolet,2012,300000,25000,Diesel
10630,A-Star Lxi,Maruti,2009,145000,25000,Petrol
10631,Endeavour 3.2 Titanium AT 4X4,Ford,2019,3200000,20000,Diesel
10632,Spark 1.0 LT,Chevrolet,2013,240000,10000,Petrol
10633,WR-V i-DTEC VX,Honda,2018,700000,30000,Diesel
10634,Accent GLX,Hyundai,2010,145000,110000,Petrol
10635,Ertiga VDI Limited Edition,Maruti,2014,535000,80000,Diesel
10636,KUV 100 mFALCON G80 K2 Plus,Mahindra,2016,420000,21000,Petrol
10637,Alto K10 VXI,Maruti,2016,350000,20000,Petrol
10638,Swift VDI BSIV,Maruti,2015,550000,32000,Diesel
10639,Montero 3.2 MT,Mitsubishi,2007,750000,180000,Diesel
10640,Indica Vista Aqua 1.3 Quadrajet ABS BSIV,Tata,2012,198000,70000,Diesel
10641,i20 Magna Optional 1.4 CRDi,Hyundai,2013,420000,50000,Diesel
10642,i20 Magna Optional 1.4 CRDi,Hyundai,2013,420000,50000,Diesel
10643,Endeavour 4x2 XLT,Ford,2004,195000,120000,Diesel
10644,EON Sportz,Hyundai,2012,150000,55766,Petrol
10645,Micra XL,Nissan,2011,275000,40000,Petrol
10646,800 Std,Maruti,2001,65000,60000,Petrol
10647,Swift LXi BSIV,Maruti,2008,200000,50000,Petrol
10648,Swift Dzire VDi,Maruti,2010,250000,110000,Diesel
10649,Duster 85PS Diesel RxL,Renault,2013,450000,1000,Diesel
10650,Ignis 1.3 Delta,Maruti,2018,590000,26350,Diesel
10651,SX4 Vxi BSIV,Maruti,2012,225000,110000,Petrol
10652,Indigo CS LX (TDI) BS-III,Tata,2015,225000,68745,Diesel
10653,Alto 800 LXI,Maruti,2006,165000,132000,Petrol
10654,Bolero Power Plus SLX,Mahindra,2019,860000,35000,Diesel
10655,XUV500 W6 2WD,Mahindra,2016,900000,47000,Diesel
10656,Indigo TDI,Tata,2013,182000,100000,Diesel
10657,Indica Vista Terra 1.4 TDI,Tata,2010,100000,80000,Diesel
10658,Santro Xing XL eRLX Euro III,Hyundai,2006,100000,40000,Petrol
10659,Alto K10 VXI AGS,Maruti,2017,375000,27289,Petrol
10660,Tiago XZA AMT,Tata,2018,525000,10980,Petrol
10661,EON Era Plus,Hyundai,2016,320000,24662,Petrol
10662,Swift Dzire VDI,Maruti,2013,525000,37000,Diesel
10663,Evalia XV,Nissan,2014,650000,28245,Diesel
10664,Grand i10 1.2 CRDi Sportz Option,Hyundai,2017,575000,27005,Diesel
10665,i10 Magna,Hyundai,2014,355000,39227,Petrol
10666,KUV 100 D75 K4 Plus 5Str,Mahindra,2016,470000,31367,Diesel
10667,Wagon R LXI,Maruti,2008,221000,35008,Petrol
10668,Santro Xing GLS,Hyundai,2009,195000,27005,Petrol
10669,Zen VX,Maruti,2001,85000,86000,Petrol
10670,Swift VDI,Maruti,2013,400000,50000,Diesel
10671,Baleno Delta 1.3,Maruti,2017,650000,20000,Diesel
10672,i10 Magna 1.2,Hyundai,2010,400000,50000,Petrol
10673,Manza Aura (ABS) Quadrajet BS IV,Tata,2012,295000,80000,Diesel
10674,Omni LPG STD BSIV,Maruti,2006,60000,135000,LPG
10675,Zen D PS,Maruti,2003,110000,120000,Diesel
10676,Linea 1.3 Multijet Emotion,Fiat,2015,550000,113600,Diesel
10677,Santro Xing GLS,Hyundai,2008,190000,70000,Petrol
10678,Aspire Titanium Plus Diesel BSIV,Ford,2018,861999,20000,Diesel
10679,Aspire Titanium Plus BSIV,Ford,2018,782000,14000,Petrol
10680,Freestyle Titanium Plus Diesel BSIV,Ford,2018,836000,26000,Diesel
10681,City i VTEC V,Honda,2016,696000,138925,Petrol
10682,Jazz 1.5 VX i DTEC,Honda,2016,596000,121764,Diesel
10683,Jazz 1.2 VX i VTEC,Honda,2016,612000,105429,Petrol
10684,Alto 800 LXI,Maruti,2015,114999,35000,Petrol
10685,Bolt Quadrajet XE,Tata,2017,340000,60000,Diesel
10686,Swift ZXI Plus,Maruti,2020,550000,5000,Petrol
10687,Aveo U-VA 1.2 LT,Chevrolet,2008,114999,70000,Petrol
10688,Wagon R VXI,Maruti,2000,105000,80000,Petrol
10689,Vitara Brezza ZDi,Maruti,2019,890000,20000,Diesel
10690,Nexon 1.2 Revotron XZ Plus,Tata,2019,715000,8000,Petrol
10691,i20 Asta (o),Hyundai,2014,525000,54000,Petrol
10692,Jetta 2.0L TDI Highline AT,Volkswagen,2012,735000,55300,Diesel
10693,Amaze S i-VTEC,Honda,2016,495000,11958,Petrol
10694,Creta 1.6 SX Option,Hyundai,2017,1025000,9000,Petrol
10695,XUV500 W8 2WD,Mahindra,2015,750000,70000,Diesel
10696,Duster 85PS Diesel RxL Optional,Renault,2013,600000,120000,Diesel
10697,i20 Asta 1.2,Hyundai,2014,475000,23122,Petrol
10698,Santro Xing XO,Hyundai,2007,80000,58000,Petrol
10699,Bolero 2011-2019 SLE,Mahindra,2013,325000,62200,Diesel
10700,A6 2.0 TDI Premium Plus,Audi,2014,1470000,34000,Diesel
10701,Avventura MULTIJET Emotion,Fiat,2015,350000,53000,Diesel
10702,A8 4.2 TDI,Audi,2013,2800000,49000,Diesel
10703,RediGO 1.0 S,Datsun,2017,210000,15000,Petrol
10704,Cruze LT,Chevrolet,2012,349000,44500,Diesel
10705,Jetta 1.4 TSI Comfortline,Volkswagen,2013,450000,50000,Petrol
10706,A4 2.0 TDI 177 Bhp Premium Plus,Audi,2013,1150000,53000,Diesel
10707,Civic 1.8 V AT,Honda,2009,210000,63500,Petrol
10708,E-Class Exclusive E 200 BSIV,Mercedes-Benz,2018,4500000,9800,Petrol
10709,Polo GTI,Volkswagen,2017,825000,13599,Petrol
10710,X1 sDrive 20d xLine,BMW,2017,2750000,13000,Diesel
10711,Beat Diesel,Chevrolet,2012,160000,110000,Diesel
10712,Scorpio SLE BSIV,Mahindra,2014,550000,100000,Diesel
10713,Swift 1.3 VXI ABS,Maruti,2006,95000,110000,Petrol
10714,Innova 2.5 G (Diesel) 7 Seater,Toyota,2014,725000,90000,Diesel
10715,Tigor 1.2 Revotron XZ Option,Tata,2019,670000,17000,Petrol
10716,Alto LX,Maruti,2008,65000,140000,Petrol
10717,Xylo D4,Mahindra,2015,500000,50000,Diesel
10718,KUV 100 mFALCON G80 K8 5str,Mahindra,2017,600000,53000,Petrol
10719,Wagon R VXI Optional,Maruti,2017,350000,70000,Petrol
10720,Beat Diesel LT,Chevrolet,2012,200000,70000,Diesel
10721,Getz 1.5 CRDi GVS,Hyundai,2008,110000,154000,Diesel
10722,EON Sportz,Hyundai,2012,150000,80000,Petrol
10723,Zen D PS,Maruti,2003,75000,110000,Diesel
10724,Amaze EX i-Dtech,Honda,2013,350000,90000,Diesel
10725,Innova Crysta 2.4 VX MT 8S BSIV,Toyota,2018,1700000,15000,Diesel
10726,X1 sDrive20d,BMW,2011,890000,86000,Diesel
10727,Scorpio M2DI,Mahindra,2014,500000,120000,Diesel
10728,Elite i20 Sportz Plus Dual Tone BSIV,Hyundai,2019,600000,5200,Petrol
10729,Beat LS,Chevrolet,2010,99000,60000,Petrol
10730,i10 Era 1.1 iTech SE,Hyundai,2011,235000,46000,Petrol
10731,Indigo GLX,Tata,2006,75000,40000,Petrol
10732,City i DTEC VX,Honda,2014,600000,90000,Diesel
10733,Verna CRDi 1.6 SX,Hyundai,2019,1000000,25000,Diesel
10734,Verna 1.6 SX,Hyundai,2012,390000,90000,Diesel
10735,Polo 1.5 TDI Highline,Volkswagen,2015,600000,70000,Diesel
10736,i20 1.2 Spotz,Hyundai,2017,600000,70000,Petrol
10737,Elite i20 Magna Plus Diesel,Hyundai,2019,730000,35000,Diesel
10738,Grand i10 1.2 Kappa Magna AT,Hyundai,2017,450000,12700,Petrol
10739,Ritz LDi,Maruti,2011,250000,80000,Diesel
10740,XUV500 W10 2WD,Mahindra,2018,1400000,20000,Diesel
10741,KWID 1.0 RXT Optional,Renault,2018,300000,20000,Petrol
10742,EcoSport 1.5 Petrol Titanium BSIV,Ford,2017,800000,19000,Petrol
10743,Grande Punto Active (Diesel),Fiat,2009,125000,95000,Diesel
10744,X1 sDrive 20d xLine,BMW,2019,2600000,9500,Diesel
10745,Fabia 1.2 MPI Ambition Plus,Skoda,2012,300000,50000,Petrol
10746,Polo Diesel Trendline 1.2L,Volkswagen,2012,295000,90000,Diesel
10747,Ecosport 1.0 Ecoboost Platinum Edition BSIV,Ford,2013,650000,45839,Petrol
10748,Aveo 1.4 LS,Chevrolet,2010,200000,74510,Petrol
10749,Aveo U-VA 1.2 LS,Chevrolet,2009,130000,87293,Petrol
10750,Figo Diesel EXI,Ford,2012,250000,156040,Diesel
10751,Endeavour 2.5L 4X2 MT,Ford,2004,400000,93415,Diesel
10752,Aspire Titanium BSIV,Ford,2017,430000,101159,Petrol
10753,EON 1.0 Kappa Magna Plus,Hyundai,2015,170000,80000,Petrol
10754,Tiago 2019-2020 XZ,Tata,2019,450000,12000,Petrol
10755,Swift ZXI,Maruti,2013,350000,90000,Petrol
10756,Spark 1.0 LT,Chevrolet,2011,130000,68519,Petrol
10757,Beat Diesel LS,Chevrolet,2012,180000,55130,Diesel
10758,Ecosport 1.0 Ecoboost Titanium Optional,Ford,2014,475000,65239,Petrol
10759,Polo 1.2 MPI Comfortline,Volkswagen,2015,470000,58182,Petrol
10760,Fiesta Diesel Trend,Ford,2012,200000,91245,Diesel
10761,XUV500 W8 2WD,Mahindra,2013,650000,102989,Diesel
10762,City 1.5 E MT,Honda,2010,400000,50000,Petrol
10763,Zen VXI,Maruti,2000,100000,120000,Petrol
10764,Swift Dzire VDI,Maruti,2014,409999,90000,Diesel
10765,Swift VDI BSIV,Maruti,2018,640000,25000,Diesel
10766,Wagon R LXI Minor,Maruti,2007,160000,80000,Petrol
10767,Indigo TDI,Tata,2013,182000,100000,Diesel
10768,Baleno Zeta 1.3,Maruti,2018,750000,70000,Diesel
10769,Jeep MM 550 XDB,Mahindra,2002,150000,50000,Diesel
10770,Alto STD,Maruti,2008,80000,100000,Petrol
10771,Celerio VDi,Maruti,2016,240000,90000,Diesel
10772,Esteem Lxi,Maruti,2005,60000,60000,Petrol
10773,Alto LX,Maruti,2007,70000,120000,Petrol
10774,Jetta 1.9 Highline TDI,Volkswagen,2008,285000,90000,Diesel
10775,Swift VDI BSIV,Maruti,2015,350000,60000,Diesel
10776,i20 Active 1.4 SX with AVN,Hyundai,2015,699000,30000,Diesel
10777,Figo Diesel ZXI,Ford,2011,275000,108000,Diesel
10778,i20 1.4 CRDi Magna,Hyundai,2012,350000,160000,Diesel
10779,Alto LXi BSIII,Maruti,2006,135000,90000,Petrol
10780,Xylo E4 8S,Mahindra,2010,325000,120000,Diesel
10781,XUV500 W8 2WD,Mahindra,2012,650000,102000,Diesel
10782,Bolero SLE,Mahindra,2009,300000,178000,Diesel
10783,Innova 2.5 VX (Diesel) 8 Seater,Toyota,2014,1200000,200000,Diesel
10784,Fiesta Petrol Trend,Ford,2012,450000,60000,Petrol
10785,Tiago 1.2 Revotron XE,Tata,2019,425000,3000,Petrol
10786,Alto LXi,Maruti,2006,150000,75118,Petrol
10787,Ritz LDi,Maruti,2013,290000,140000,Diesel
10788,Xcent 1.2 Kappa Base,Hyundai,2014,335000,60000,Petrol
10789,Optra 1.6,Chevrolet,2006,120000,79000,Petrol
10790,Ikon 1.6 ZXI NXt,Ford,2005,20000,25000,Petrol
10791,Getz GLS,Hyundai,2005,250000,70000,Petrol
10792,Santro Xing GL Plus,Hyundai,2008,120000,41723,Petrol
10793,SX4 Vxi BSIV,Maruti,2010,250000,70000,Petrol
10794,Indigo LS,Tata,2012,220000,70000,Diesel
10795,Ikon 1.3 Flair,Ford,2005,61000,4637,Petrol
10796,Swift VDI BSIV,Maruti,2016,620000,70000,Diesel
10797,Swift Dzire LDIX Limited Edition,Maruti,2014,425000,100000,Diesel
10798,Indica Vista Aqua 1.3 Quadrajet,Tata,2009,85000,120000,Diesel
10799,Swift 1.3 DLX,Maruti,2015,270000,40000,Diesel
10800,Swift Vdi BSIII,Maruti,2009,180000,220000,Diesel
10801,KWID 1.0 RXT Optional,Renault,2018,300000,20000,Petrol
10802,EcoSport 1.5 Petrol Titanium BSIV,Ford,2017,800000,19000,Petrol
10803,Grande Punto Active (Diesel),Fiat,2009,125000,95000,Diesel
10804,KUV 100 mFALCON G80 K2,Mahindra,2017,450000,30000,Petrol
10805,New Safari DICOR 2.2 VX 4x4,Tata,2012,450000,42655,Diesel
10806,KWID 1.0 RXL,Renault,2017,250000,43000,Petrol
10807,Innova 2.5 VX 8 STR BSIV,Toyota,2012,725000,70000,Diesel
10808,i20 Magna,Hyundai,2010,250000,55000,Petrol
10809,Punto 1.3 Active,Fiat,2010,99000,80000,Diesel
10810,KWID 1.0,Renault,2017,350000,55000,Petrol
10811,Xcent 1.2 VTVT E Plus,Hyundai,2018,511000,70000,Petrol
10812,Ritz VDi,Maruti,2012,300000,80000,Diesel
10813,Q5 2.0 TFSI Quattro,Audi,2010,1100000,110000,Petrol
10814,i10 Sportz 1.2,Hyundai,2010,125000,60000,Petrol
10815,Tiago 1.2 Revotron XZ,Tata,2018,500000,30000,Petrol
10816,Duster 85PS Diesel RxL,Renault,2013,385000,80000,Diesel
10817,Rapid 1.6 MPI Elegance,Skoda,2012,350000,90000,Petrol
10818,800 Std BSIII,Maruti,2003,60000,50000,Petrol
10819,Santro Xing GLS,Hyundai,2012,300000,50000,Petrol
10820,i20 1.4 CRDi Asta,Hyundai,2012,400000,70000,Diesel
10821,Ecosport 1.5 DV5 MT Titanium,Ford,2014,550000,110000,Diesel
10822,Sunny XL,Nissan,2012,300000,80000,Petrol
10823,Swift VDI,Maruti,2012,250000,156000,Diesel
10824,Innova 2.5 GX 7 STR,Toyota,2012,800000,180000,Diesel
10825,Eeco 5 Seater AC BSIV,Maruti,2018,300000,25000,Petrol
10826,Alto LX,Maruti,2004,80000,120000,Petrol
10827,Scorpio S5 BSIV,Mahindra,2020,1200000,11000,Diesel
10828,KWID AMT,Renault,2017,355000,40000,Petrol
10829,Swift Dzire VDI,Maruti,2015,520000,50000,Diesel
10830,Verna 1.6 CRDI,Hyundai,2012,500000,26000,Diesel
10831,Alto LXi,Maruti,2008,114999,30000,Petrol
10832,Fortuner 4x2 Manual,Toyota,2014,1800000,50000,Diesel
10833,TUV 300 T6 Plus,Mahindra,2018,800000,20000,Diesel
10834,Alto LXi BSIII,Maruti,2008,105000,30000,Petrol
10835,Alto LXi,Maruti,2011,135000,78000,Petrol
10836,Wagon R VXI BS IV,Maruti,2011,170000,40000,Petrol
10837,Verna 1.6 SX VTVT,Hyundai,2014,550000,100000,Petrol
10838,City 1.5 V MT,Honda,2009,250000,70000,Petrol
10839,Elantra CRDi SX,Hyundai,2014,650000,30000,Diesel
10840,City 1.5 V AT Exclusive,Honda,2008,210000,77000,Petrol
10841,Vento Diesel Highline,Volkswagen,2011,260000,150000,Diesel
10842,Swift Dzire ZDI,Maruti,2016,750000,69000,Diesel
10843,Innova Crysta 2.8 GX AT BSIV,Toyota,2016,1350000,120000,Diesel
10844,Ritz VDi,Maruti,2012,220000,120000,Diesel
10845,Getz 1.3 GLS,Hyundai,2008,110000,110000,Petrol
10846,XUV500 AT W8 FWD,Mahindra,2017,1230000,70000,Diesel
10847,Quanto C6,Mahindra,2013,220000,110000,Diesel
10848,Indigo LX Dicor,Tata,2009,130000,50000,Diesel
10849,i20 1.2 Magna,Hyundai,2012,330000,44000,Petrol
10850,City 1.5 S MT,Honda,2010,254999,90000,Petrol
10851,Verna 1.6 SX VTVT (O),Hyundai,2014,600000,50000,Petrol
10852,i10 Magna,Hyundai,2012,210000,50000,Petrol
10853,Enjoy TCDi LT 7 Seater,Chevrolet,2014,300000,146000,Diesel
10854,Tiago 1.2 Revotron XTA,Tata,2018,426000,15000,Petrol
10855,Alto K10 VXI,Maruti,2015,265000,60000,Petrol
10856,Xcent 1.2 Kappa SX,Hyundai,2016,450000,35000,Petrol
10857,Verna 1.6 SX,Hyundai,2012,480000,80000,Diesel
10858,Nano Lx,Tata,2010,40000,90000,Petrol
10859,City 1.5 S MT,Honda,2011,395000,70000,Petrol
10860,Wagon R VXI BS IV,Maruti,2013,229999,62000,Petrol
10861,Ecosport 1.5 Petrol Titanium Plus AT,Ford,2018,875000,10000,Petrol
10862,Eeco 5 STR With AC Plus HTR CNG,Maruti,2010,170000,80000,CNG
10863,i20 Sportz 1.2,Hyundai,2015,500000,35000,Petrol
10864,Duster 85PS Diesel RxL,Renault,2013,450000,1000,Diesel
10865,C-Class Progressive C 220d,Mercedes-Benz,2018,3800000,10000,Diesel
10866,A4 3.0 TDI Quattro,Audi,2013,1580000,86000,Diesel
10867,X5 xDrive 30d xLine,BMW,2019,4950000,30000,Diesel
10868,Creta 1.6 CRDi SX,Hyundai,2016,535000,52600,Diesel
10869,SX4 Vxi BSIV,Maruti,2012,225000,110000,Petrol
10870,Grand i10 1.2 Kappa Magna AT,Hyundai,2017,550000,19890,Petrol
10871,Swift ZXI BSIV,Maruti,2016,670000,7104,Petrol
10872,Ertiga VXI,Maruti,2015,625000,11918,Petrol
10873,Grand i10 Magna AT,Hyundai,2017,520000,10510,Petrol
10874,Beat LT Option,Chevrolet,2016,239000,41000,Petrol
10875,Fortuner 4x2 AT,Toyota,2017,2600000,47162,Diesel
10876,S-Cross Zeta DDiS 200 SH,Maruti,2015,750000,45974,Diesel
10877,i10 Magna,Hyundai,2012,229999,49824,Petrol
10878,A6 2.0 TDI Premium Plus,Audi,2013,1300000,58500,Diesel
10879,Santro GS,Hyundai,2005,80000,56580,Petrol
10880,Laura Ambiente 2.0 TDI CR MT,Skoda,2012,385000,52000,Diesel
10881,Verna 1.6 VTVT SX,Hyundai,2015,760000,55340,Petrol
10882,Swift Dzire VDI,Maruti,2017,600000,46507,Diesel
10883,Ignis 1.2 Sigma BSIV,Maruti,2019,450000,40000,Petrol
10884,Ignis 1.2 Sigma BSIV,Maruti,2019,450000,40000,Petrol
10885,Ertiga VDI,Maruti,2012,550000,120000,Diesel
10886,Manza Aura Safire BS IV,Tata,2013,200000,60000,Petrol
10887,Indica GLS BS IV,Tata,2008,80000,90000,Petrol
10888,New Safari DICOR 2.2 EX 4x2,Tata,2010,300000,250000,Diesel
10889,Aspire Titanium Plus Diesel BSIV,Ford,2019,675000,15000,Diesel
10890,Eeco 7 Seater Standard BSIV,Maruti,2017,260000,30000,Petrol
10891,Grand i10 1.2 Kappa Asta,Hyundai,2019,500000,15000,Petrol
10892,EON Sportz,Hyundai,2012,150000,55766,Petrol
10893,Alto LXi,Maruti,2006,100000,80000,Petrol
10894,Wagon R LXI,Maruti,2001,70000,117000,Petrol
10895,Alto LX,Maruti,2004,100000,70000,Petrol
10896,Innova 2.5 VX (Diesel) 7 Seater,Toyota,2012,730000,110000,Diesel
10897,Terrano XL 85 PS,Nissan,2016,525000,100000,Diesel
10898,Terrano XL 85 PS,Nissan,2016,525000,105000,Diesel
10899,Innova 2.5 V Diesel 7-seater,Toyota,2009,550000,182000,Diesel
10900,Corolla Altis Diesel D4DJ,Toyota,2012,420000,95000,Diesel
10901,Amaze SX i-VTEC,Honda,2015,500000,70000,Petrol
10902,Wagon R LXI Minor,Maruti,2009,165000,76000,Petrol
10903,Verna 1.6 SX,Hyundai,2014,650000,70000,Diesel
10904,Beat Diesel LT,Chevrolet,2013,195000,46000,Diesel
10905,Zen LX,Maruti,1999,75000,70000,Petrol
10906,Accent CRDi,Hyundai,2005,100000,120000,Diesel
10907,Innova Crysta 2.4 VX MT BSIV,Toyota,2017,1770000,25000,Diesel
10908,Esteem Lxi - BSIII,Maruti,2006,90000,90000,Petrol
10909,Xcent 1.1 CRDi Base,Hyundai,2016,515000,50000,Diesel
10910,Jazz 1.5 VX i DTEC,Honda,2017,700000,24585,Diesel
10911,Zen LX,Maruti,2001,62000,70000,Petrol
10912,Etios GD SP,Toyota,2011,220000,110000,Diesel
10913,Santro Magna CNG BSIV,Hyundai,2019,520000,10000,CNG
10914,Linea Emotion,Fiat,2010,170000,100000,Petrol
10915,Figo Diesel Titanium,Ford,2011,190000,110000,Diesel
10916,Figo Diesel Titanium,Ford,2011,150000,100000,Diesel
10917,Zen Estilo LXI BS IV,Maruti,2009,125000,65000,Petrol
10918,Amaze EX i-Dtech,Honda,2015,290000,40000,Diesel
10919,Celerio X ZXI BSIV,Maruti,2019,490000,13900,Petrol
